ID,ITEMCODE,ITEM,IN_BLOCKS_OF,METRICS,PRICE_PER_UNIT,CURRENCY,FEES,VOLUME_FROM,VOLUME_TO
1468,8018129,SAP Order and Delivery Scheduling,1200,Record,83.00,USD,Month,751,Infinite
1469,8018722,RISE with SAP add-on package for retail,1,Entitlements Package,91468.00,USD,Month,1,Infinite
1470,***,Cloud - Sports and Entertainment,0,,0.00,,,,
1471,8008225,"SAP Sports One, gold edition",1,Flat Fee,4510.00,USD,Month,1,Infinite
1472,8013524,SAP Event Ticketing,1,Object,0.48,USD,Year,1,Infinite
1473,***,Cloud - Utilities,0,,0.00,,,,
1474,8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA",1000,Document,2101.00,USD,Month,1,10
1475,8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA",1000,Document,1838.00,USD,Month,11,25
1476,8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA",1000,Document,1575.00,USD,Month,26,100
1477,8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA",1000,Document,1459.00,USD,Month,101,250
1478,8008912,"SAP Waste and Recycling, automated route planning option by PROLOGA",1000,Document,1314.00,USD,Month,251,Infinite
1479,8015731,"SAP Market Communication for Utilities, AS4 Edition",500000,Transaction,2495.00,USD,Month,1,Infinite
1480,8018100,"SAP Utilities Core for Germany, private edition",1000,Point of Delivery,369.00,USD,Month,1,100
1481,8018100,"SAP Utilities Core for Germany, private edition",1000,Point of Delivery,305.00,USD,Month,101,400
1482,8018100,"SAP Utilities Core for Germany, private edition",1000,Point of Delivery,213.00,USD,Month,401,1000
1483,8018100,"SAP Utilities Core for Germany, private edition",1000,Point of Delivery,185.00,USD,Month,1001,5000
1484,8018100,"SAP Utilities Core for Germany, private edition",1000,Point of Delivery,162.00,USD,Month,5001,Infinite
1485,8018117,"SAP Utilities Core, private edition",1000,Point of Delivery,144.00,USD,Month,1,100
1486,8018117,"SAP Utilities Core, private edition",1000,Point of Delivery,116.00,USD,Month,101,400
1487,8018117,"SAP Utilities Core, private edition",1000,Point of Delivery,93.00,USD,Month,401,1000
1488,8018117,"SAP Utilities Core, private edition",1000,Point of Delivery,57.00,USD,Month,1001,5000
1489,8018117,"SAP Utilities Core, private edition",1000,Point of Delivery,47.00,USD,Month,5001,Infinite
1490,8018133,"SAP Utilities Core, enhanced, private edition",1000,Point of Delivery,425.00,USD,Month,1,100
1491,8018133,"SAP Utilities Core, enhanced, private edition",1000,Point of Delivery,277.00,USD,Month,101,400
1492,8018133,"SAP Utilities Core, enhanced, private edition",1000,Point of Delivery,240.00,USD,Month,401,1000
1493,8018133,"SAP Utilities Core, enhanced, private edition",1000,Point of Delivery,185.00,USD,Month,1001,5000
1494,8018133,"SAP Utilities Core, enhanced, private edition",1000,Point of Delivery,148.00,USD,Month,5001,Infinite
1495,8018162,SAP Cloud for Utilities foundation,1000,Object,35.00,USD,Month,1,100
1496,8018162,SAP Cloud for Utilities foundation,1000,Object,21.00,USD,Month,101,400
1497,8018162,SAP Cloud for Utilities foundation,1000,Object,19.00,USD,Month,401,1000
1498,8018162,SAP Cloud for Utilities foundation,1000,Object,16.00,USD,Month,1001,5000
1499,8018162,SAP Cloud for Utilities foundation,1000,Object,10.00,USD,Month,5001,Infinite
1500,***,Cloud - Banking,0,,0.00,,,,
1501,8013525,"SAP Multi-Bank Connectivity, corporate advanced connection package",1,Flat Fee,3114.00,USD,Month,1,Infinite
1502,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,217.00,USD,Month,1,10
1503,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,124.00,USD,Month,11,50
1504,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,58.00,USD,Month,51,200
1505,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,27.00,USD,Month,201,600
1506,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,16.00,USD,Month,601,1200
1507,8013543,"SAP Multi-Bank Connectivity, transactions",1000,Transaction,10.00,USD,Month,1201,Infinite
1508,8015741,"SAP Multi-Bank Connectivity, corporate base connection package",1,Flat Fee,3618.00,USD,Month,1,Infinite
1509,8018092,digital banking package,1,Entitlements Package,4158.00,USD,Month,1,Infinite
1510,***,Cloud - Consumer Products,0,,0.00,,,,
1511,8011274,SAP Channel Program Management by Vistex,11087000,Spend,1663.00,USD,Month,1,10
1512,8011274,SAP Channel Program Management by Vistex,11087000,Spend,1478.00,USD,Month,11,30
1513,8011274,SAP Channel Program Management by Vistex,11087000,Spend,1294.00,USD,Month,31,60
1514,8011274,SAP Channel Program Management by Vistex,11087000,Spend,1109.00,USD,Month,61,100
1515,8011274,SAP Channel Program Management by Vistex,11087000,Spend,924.00,USD,Month,101,200
1516,8011274,SAP Channel Program Management by Vistex,11087000,Spend,740.00,USD,Month,201,Infinite
1517,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,1663.00,USD,Month,1,10
1518,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,1478.00,USD,Month,11,30
1519,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,1294.00,USD,Month,31,60
1520,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,1109.00,USD,Month,61,100
1521,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,924.00,USD,Month,101,200
1522,8011275,SAP Vendor Program Management by Vistex,11087000,Revenue,740.00,USD,Month,201,Infinite
1523,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,1247.00,USD,Month,1,10
1524,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,1109.00,USD,Month,11,30
1525,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,924.00,USD,Month,31,60
1526,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,785.00,USD,Month,61,100
1527,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,693.00,USD,Month,101,200
1528,8011276,SAP Extended Price Management by Vistex,55435000,Revenue,601.00,USD,Month,201,Infinite
1529,8012345,SAP Intelligent Agriculture,1000,Transaction,110.00,USD,Month,1,100
1530,8012345,SAP Intelligent Agriculture,1000,Transaction,73.00,USD,Month,101,300
1531,8012345,SAP Intelligent Agriculture,1000,Transaction,58.00,USD,Month,301,900
1532,8012345,SAP Intelligent Agriculture,1000,Transaction,49.00,USD,Month,901,1800
1533,8012345,SAP Intelligent Agriculture,1000,Transaction,44.00,USD,Month,1801,Infinite
1534,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,1109.00,USD,Month,1,10
1535,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,1017.00,USD,Month,11,30
1536,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,832.00,USD,Month,31,60
1537,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,740.00,USD,Month,61,100
1538,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,646.00,USD,Month,101,200
1539,8018139,SAP Price Staging Hub by Vistex,55435000,Revenue,554.00,USD,Month,201,Infinite
1540,***,Cloud - Life Sciences,0,,0.00,,,,
1541,8005675,SAP Information Collaboration Hub for Life Sciences,1,Contact,10865.00,USD,Month,1,Infinite
1542,8005676,"SAP Information Collaboration Hub for Life Sciences, option for supply chain partner collaboration",1,Contact,715.00,USD,Month,1,Infinite
1543,8006012,"SAP Information Collaboration Hub for Life Sciences, option for regulatory reporting",1,Contact,7251.00,USD,Month,1,Infinite
1544,8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain",1000000,Record,604.00,USD,Month,1,25
1545,8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain",1000000,Record,333.00,USD,Month,26,75
1546,8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain",1000000,Record,222.00,USD,Month,76,200
1547,8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain",1000000,Record,155.00,USD,Month,201,400
1548,8007123,"SAP Information Collaboration Hub for Life Sciences, option for US supply chain",1000000,Record,122.00,USD,Month,401,Infinite
1549,8012522,SAP Intelligent Clinical Supply Management,1,Record,1253.00,USD,Month,1,50
1550,8012522,SAP Intelligent Clinical Supply Management,1,Record,1065.00,USD,Month,51,250
1551,8012522,SAP Intelligent Clinical Supply Management,1,Record,902.00,USD,Month,251,500
1552,8012522,SAP Intelligent Clinical Supply Management,1,Record,839.00,USD,Month,501,Infinite
1553,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,2291.00,USD,Month,1,5
1554,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,1585.00,USD,Month,6,10
1555,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,1002.00,USD,Month,11,30
1556,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,507.00,USD,Month,31,150
1557,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,243.00,USD,Month,151,500
1558,8014247,"SAP Information Collaboration Hub for Life Science, option for regulatory collaboration",100,Contact,129.00,USD,Month,501,Infinite
1559,8014264,"SAP Batch Release Hub for Life Sciences, additional nonproduction tenant",1,Tenant,8315.00,USD,Month,1,Infinite
1560,8015942,SAP Cell and Gene Therapy Orchestration,12,Document,1848.00,USD,Month,1,25
1561,8015942,SAP Cell and Gene Therapy Orchestration,12,Document,980.00,USD,Month,26,150
1562,8015942,SAP Cell and Gene Therapy Orchestration,12,Document,379.00,USD,Month,151,400
1563,8015942,SAP Cell and Gene Therapy Orchestration,12,Document,324.00,USD,Month,401,800
1564,8015942,SAP Cell and Gene Therapy Orchestration,12,Document,259.00,USD,Month,801,Infinite
1565,8015991,SAP Quality Requirements Schedule,1,% of Net Recurring Fee,20.00,%,Month,1,Infinite
1566,8017064,SAP Batch Release Hub for Life Sciences,1500,Document,4158.00,USD,Month,1,20
1567,8017064,SAP Batch Release Hub for Life Sciences,1500,Document,2772.00,USD,Month,21,40
1568,8017064,SAP Batch Release Hub for Life Sciences,1500,Document,2306.00,USD,Month,41,80
1569,8017064,SAP Batch Release Hub for Life Sciences,1500,Document,1752.00,USD,Month,81,140
1570,8017064,SAP Batch Release Hub for Life Sciences,1500,Document,1386.00,USD,Month,141,Infinite
1571,***,Cloud - Media,0,,0.00,,,,
1572,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,9313.00,USD,Month,1,5
1573,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,8870.00,USD,Month,6,10
1574,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,8426.00,USD,Month,11,20
1575,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,7428.00,USD,Month,21,60
1576,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,6874.00,USD,Month,61,120
1577,8011264,"SAP Rights and Royalty Management by Vistex, cloud edition",110870000,Revenue and Expense,6320.00,USD,Month,121,Infinite
1578,**,Cloud - Education,0,,0.00,,,,
1579,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.67,USD,Month,1,250
1580,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.58,USD,Month,251,750
1581,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.48,USD,Month,751,1250
1582,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.39,USD,Month,1251,3500
1583,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.29,USD,Month,3501,4000
1584,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.20,USD,Month,4001,6000
1585,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.10,USD,Month,6001,8000
1586,8002535,SAP Assessment Mgmt by Questionmark,1,User,2.01,USD,Month,8001,10000
1587,8002535,SAP Assessment Mgmt by Questionmark,1,User,1.91,USD,Month,10001,15000
1588,8002535,SAP Assessment Mgmt by Questionmark,1,User,1.52,USD,Month,15001,25000
1589,8002535,SAP Assessment Mgmt by Questionmark,1,User,1.44,USD,Month,25001,Infinite
1590,8006100,"SAP Enable Now, cloud edition",1,User,18.00,USD,Month,1,500
1591,8006100,"SAP Enable Now, cloud edition",1,User,7.95,USD,Month,501,2000
1592,8006100,"SAP Enable Now, cloud edition",1,User,5.45,USD,Month,2001,5000
1593,8006100,"SAP Enable Now, cloud edition",1,User,3.35,USD,Month,5001,10000
1594,8006100,"SAP Enable Now, cloud edition",1,User,2.17,USD,Month,10001,20000
1595,8006100,"SAP Enable Now, cloud edition",1,User,1.69,USD,Month,20001,50000
1596,8006100,"SAP Enable Now, cloud edition",1,User,1.26,USD,Month,50001,100000
1597,8006100,"SAP Enable Now, cloud edition",1,User,0.84,USD,Month,100001,200000
1598,8006100,"SAP Enable Now, cloud edition",1,User,0.67,USD,Month,200001,500000
1599,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,13.00,USD,Month,1,500
1600,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,9.86,USD,Month,501,1000
1601,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,8.60,USD,Month,1001,2000
1602,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,7.50,USD,Month,2001,4000
1603,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,6.69,USD,Month,4001,8000
1604,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,5.87,USD,Month,8001,16000
1605,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,5.04,USD,Month,16001,32000
1606,8015521,"SAP User Experience Management by Knoa, cloud edition",1,Resource,4.16,USD,Month,32001,999999999
1607,8015962,"SAP Enable Now, cloud edition, test tenant",1,Tenant,621.00,USD,Month,1,Infinite
1608,8016701,SAP Learning Hub,1,User,116.00,USD,Month,1,299
1609,8016701,SAP Learning Hub,1,User,78.00,USD,Month,300,499
1610,8016701,SAP Learning Hub,1,User,55.00,USD,Month,500,799
1611,8016701,SAP Learning Hub,1,User,44.00,USD,Month,800,Infinite
1612,8017591,"SAP Enable Now, consumption option for external workers",1,Connection,4.25,USD,Month,1,200
1613,8017591,"SAP Enable Now, consumption option for external workers",1,Connection,2.68,USD,Month,201,1000
1614,8017591,"SAP Enable Now, consumption option for external workers",1,Connection,0.88,USD,Month,1001,5000
1615,8017591,"SAP Enable Now, consumption option for external workers",1,Connection,0.43,USD,Month,5001,Infinite
1616,**,Cloud - Other,0,,0.00,,,,
1617,8015252,"sovereign cloud bundle for US, public edition",1,% of Net Recurring Fee,15.00,%,Year,1,Infinite
1618,8015261,"sovereign cloud bundle for US, private edition",1,% of Net Recurring Fee,20.00,%,Year,1,Infinite
1619,*,Cloud - Digital Enterprise Platform,0,,0.00,,,,
1620,**,Cloud ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? Integration and Extension,0,,0.00,,,,
1621,8008183,SAP Business Application Studio,1,User,31.00,USD,Month,1,Infinite
1622,8008410,"SAP Integration Suite, basic edition",1,Tenant,906.00,USD,Month,1,Infinite
1623,8008411,"SAP Integration Suite, standard edition",1,Tenant,5139.00,USD,Month,1,Infinite
1624,8008412,"SAP Integration Suite, premium edition",1,Entitlements Package,28239.00,USD,Month,1,Infinite
1625,8008413,"SAP Integration Suite, premium edition, additional instance",1,Tenant,8421.00,USD,Month,1,Infinite
1626,8008466,"SAP Build Work Zone, standard edition",1,Active User,1.39,USD,Month,1,500
1627,8008466,"SAP Build Work Zone, standard edition",1,Active User,1.28,USD,Month,501,1000
1628,8008466,"SAP Build Work Zone, standard edition",1,Active User,1.16,USD,Month,1001,5000
1629,8008466,"SAP Build Work Zone, standard edition",1,Active User,1.05,USD,Month,5001,20000
1630,8008466,"SAP Build Work Zone, standard edition",1,Active User,0.83,USD,Month,20001,50000
1631,8008466,"SAP Build Work Zone, standard edition",1,Active User,0.67,USD,Month,50001,100000
1632,8008466,"SAP Build Work Zone, standard edition",1,Active User,0.55,USD,Month,100001,Infinite
1633,8008837,"SAP Business Technology Platform, Cloud Foundry runtime",1,Gigabyte,94.00,USD,Month,1,Infinite
1634,8011306,"SAP IQ cold store Cloud, private edition (XS, 512 GB)",1,Tenant,11453.00,USD,Month,1,Infinite
1635,8011307,"SAP IQ cold store Cloud, private edition (S, 1TB)",1,Tenant,13908.00,USD,Month,1,Infinite
1636,8011308,"SAP IQ cold store Cloud, private edition (M, 3 TB)",1,Tenant,21760.00,USD,Month,1,Infinite
1637,8011309,"SAP IQ cold store Cloud, private edition (L, 5 TB)",1,Tenant,31210.00,USD,Month,1,Infinite
1638,8011367,"SAP Additional Database Storage, private cloud edition",128,Gigabyte,784.00,USD,Month,1,Infinite
1639,8011542,SAP Mobile Services,1,Resource,3.97,USD,Month,1,500
1640,8011542,SAP Mobile Services,1,Resource,3.60,USD,Month,501,1000
1641,8011542,SAP Mobile Services,1,Resource,2.99,USD,Month,1001,3000
1642,8011542,SAP Mobile Services,1,Resource,2.78,USD,Month,3001,5000
1643,8011542,SAP Mobile Services,1,Resource,2.68,USD,Month,5001,10000
1644,8011542,SAP Mobile Services,1,Resource,2.03,USD,Month,10001,50000
1645,8011542,SAP Mobile Services,1,Resource,1.53,USD,Month,50001,Infinite
1646,8012231,SAP HANA Cloud,1,Capacity Unit,0.79,USD,Month,1,Infinite
1647,8012251,"SAP Build Process Automation, unattended automations",1,Connection,554.00,USD,Month,1,5
1648,8012251,"SAP Build Process Automation, unattended automations",1,Connection,333.00,USD,Month,6,30
1649,8012251,"SAP Build Process Automation, unattended automations",1,Connection,222.00,USD,Month,31,100
1650,8012251,"SAP Build Process Automation, unattended automations",1,Connection,139.00,USD,Month,101,Infinite
1651,8012252,"SAP Build Process Automation, attended automations",10,Connection,554.00,USD,Month,1,5
1652,8012252,"SAP Build Process Automation, attended automations",10,Connection,333.00,USD,Month,6,30
1653,8012252,"SAP Build Process Automation, attended automations",10,Connection,222.00,USD,Month,31,100
1654,8012252,"SAP Build Process Automation, attended automations",10,Connection,139.00,USD,Month,101,Infinite
1655,8012264,"SAP Build Process Automation, standard",1,Active User,2.08,USD,Month,1,500
1656,8012264,"SAP Build Process Automation, standard",1,Active User,1.79,USD,Month,501,1000
1657,8012264,"SAP Build Process Automation, standard",1,Active User,1.53,USD,Month,1001,5000
1658,8012264,"SAP Build Process Automation, standard",1,Active User,1.22,USD,Month,5001,20000
1659,8012264,"SAP Build Process Automation, standard",1,Active User,0.89,USD,Month,20001,50000
1660,8012264,"SAP Build Process Automation, standard",1,Active User,0.75,USD,Month,50001,100000
1661,8012264,"SAP Build Process Automation, standard",1,Active User,0.61,USD,Month,100001,Infinite
1662,8012265,"SAP Build Process Automation, advanced",1,Active User,16.00,USD,Month,1,Infinite
1663,8013624,"SAP Integration Suite, additional messages",10000,Transaction,6.74,USD,Month,1,50
1664,8013624,"SAP Integration Suite, additional messages",10000,Transaction,4.07,USD,Month,51,250
1665,8013624,"SAP Integration Suite, additional messages",10000,Transaction,3.05,USD,Month,251,1000
1666,8013624,"SAP Integration Suite, additional messages",10000,Transaction,1.90,USD,Month,1001,5000
1667,8013624,"SAP Integration Suite, additional messages",10000,Transaction,1.36,USD,Month,5001,25000
1668,8013624,"SAP Integration Suite, additional messages",10000,Transaction,0.99,USD,Month,25001,Infinite
1669,8013660,"SAP Build Apps, enterprise edition, base package",1,Entitlements Package,1109.00,USD,Month,1,Infinite
1670,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,12.00,USD,Month,1,500
1671,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,10.00,USD,Month,501,1000
1672,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,8.87,USD,Month,1001,5000
1673,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,7.76,USD,Month,5001,20000
1674,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,6.82,USD,Month,20001,50000
1675,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,6.00,USD,Month,50001,100000
1676,8013754,"SAP Build Apps, enterprise edition, advanced user",1,Active User,5.40,USD,Month,100001,Infinite
1677,8013766,SAP Datasphere,1,Capacity Unit,1.11,USD,Month,1,Infinite
1678,8013773,"SAP Build Apps, enterprise edition, additional capacity unit",1,Capacity Unit,1.11,USD,Month,1,Infinite
1679,8014417,"SAP IQ cold store Cloud, additional non-productive tier, private edition (S, 1 TB)",1,Tenant,5011.00,USD,Month,1,Infinite
1680,8014445,"SAP IQ cold store Cloud, additional non-productive tier, private edition (XS, 512 GB)",1,Tenant,3890.00,USD,Month,1,Infinite
1681,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,14.00,USD,Month,1,50
1682,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,13.00,USD,Month,51,100
1683,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,12.00,USD,Month,101,500
1684,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,11.00,USD,Month,501,2000
1685,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,8.32,USD,Month,2001,5000
1686,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,6.65,USD,Month,5001,10000
1687,8014813,"SAP Build Work Zone, standard edition, external access option",100,Connection,5.54,USD,Month,10001,Infinite
1688,8015456,"SAP Build Process Automation, additional storage",1,Gigabyte,2.77,USD,Month,1,Infinite
1689,8015466,"SAP Build Process Automation, additional API",10000,API Call,5.54,USD,Month,1,Infinite
1690,8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100.00,%,Year,11087,66521
1691,8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100.00,%,Year,66522,133043
1692,8016044,SAP BTP Enterprise Agreement,1,Cloud Credit,100.00,%,Year,133044,Infinite
1693,8016532,SAP AI Unit,100,Capacity Unit,760.00,USD,Year,1,Infinite
1694,8017178,SAP Joule embedded entitlement,1,Transaction,0.00,USD,Year,1,Infinite
1695,8017214,"SAP Integration Suite, edge integration cell, additional tenant",1,Tenant,3326.00,USD,Month,1,Infinite
1696,8017473,"SAP HANA, EE Cloud, base package, private edition",1,Tenant,57624.00,USD,Month,1,Infinite
1697,8017482,"SAP HANA, EE Cloud, non-prod tier, base package, private edition",1,Tenant,13460.00,USD,Month,1,Infinite
1698,8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,24402.00,USD,Month,1,2
1699,8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,17748.00,USD,Month,3,6
1700,8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,13310.00,USD,Month,7,15
1701,8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,9984.00,USD,Month,16,31
1702,8017496,"SAP HANA, EE Cloud, upgrade, private edition",256,Gigabyte,5178.00,USD,Month,32,Infinite
1703,8017570,"SAP Integration Suite, advanced event mesh, 100",1,Tenant,2440.00,USD,Month,1,Infinite
1704,8017586,"SAP Integration Suite, advanced event mesh, 100K",1,Tenant,28865.00,USD,Month,1,Infinite
1705,8017602,"SAP Integration Suite, advanced event mesh, 50K",1,Tenant,23670.00,USD,Month,1,Infinite
1706,8017606,SAP BTP Enterprise Agreement for partners,1,Cloud Credit,100.00,%,Year,11087,Infinite
1707,8017637,"SAP Integration Suite, advanced event mesh, spooling add-on",500,Gigabyte,1000.00,USD,Month,1,Infinite
1708,8017664,"SAP Integration Suite, advanced event mesh, 250",1,Tenant,4914.00,USD,Month,1,Infinite
1709,8017665,"SAP Integration Suite, advanced event mesh, 10K",1,Tenant,15889.00,USD,Month,1,Infinite
1710,8017673,"SAP Integration Suite, advanced event mesh, 1K",1,Tenant,9510.00,USD,Month,1,Infinite
1711,8017682,"SAP Integration Suite, advanced event mesh, 5K",1,Tenant,13184.00,USD,Month,1,Infinite
1712,8017771,SAP Build Code,1,Capacity Unit,1.11,USD,Month,1,Infinite
1713,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.77,USD,Month,1,500
1714,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.35,USD,Month,501,1000
1715,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,2.17,USD,Month,1001,5000
1716,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.92,USD,Month,5001,20000
1717,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.70,USD,Month,20001,50000
1718,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.54,USD,Month,50001,100000
1719,8018243,"SAP Build Apps, enterprise edition, standard user",1,Active User,1.43,USD,Month,100001,Infinite
1720,8018804,"SAP Build Process Automation, document understanding and task mining add-on by UiPath",60000,Capacity Unit,12900.00,USD,Year,1,Infinite
1721,8018835,"SAP Build Process Automation, developer add-on by UiPath",1,User,385.00,USD,Month,1,Infinite
1722,8018902,"SAP Build Process Automation, unattended automations add-on by UiPath",1,Connection,1500.00,USD,Month,1,Infinite
1723,8018904,"SAP Build Process Automation, foundation add-on by UiPath",1,Tenant,3100.00,USD,Month,1,Infinite
1724,8018911,"SAP Integration Suite, starter edition",1,Tenant,1663.00,USD,Month,1,Infinite
1725,**,Cloud - Analytics & Insight,0,,0.00,,,,
1726,8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,100.00,USD,Month,1,200
1727,8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,83.00,USD,Month,201,500
1728,8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,68.00,USD,Month,501,1000
1729,8006115,"SAP Analytics Cloud for planning, standard edition, public system option",1,User,60.00,USD,Month,1001,Infinite
1730,8006116,"SAP Analytics Cloud for planning, professional edition, public system option",1,User,1175.00,USD,Month,1,Infinite
1731,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,233.00,USD,Month,1,200
1732,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,211.00,USD,Month,201,500
1733,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,200.00,USD,Month,501,1000
1734,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,177.00,USD,Month,1001,3000
1735,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,155.00,USD,Month,3001,5000
1736,8006118,"SAP Analytics Cloud for planning, standard edition, dedicated system option",1,User,133.00,USD,Month,5001,Infinite
1737,8006119,"SAP Analytics Cloud for planning, professional edition, dedicated system option",1,User,2217.00,USD,Month,1,Infinite
1738,8006125,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 256 GB)",128,Gigabyte,1846.00,USD,Month,1,Infinite
1739,8006126,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 512 GB)",256,Gigabyte,3698.00,USD,Month,1,Infinite
1740,8006127,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 1024 GB)",512,Gigabyte,4623.00,USD,Month,1,Infinite
1741,8008395,"SAP Analytics Cloud, test tenant, public system option",1,User,55.00,USD,Month,1,Infinite
1742,8008396,"SAP Analytics Cloud, test tenant, dedicated system option",1,User,68.00,USD,Month,1,Infinite
1743,8008735,"SAP BW/4HANA Cloud, base package, private edition",1,Tenant,50446.00,USD,Month,1,Infinite
1744,8008836,"SAP Analytics Cloud, SAP HANA upgrade, dedicated system option (up to 2048 GB)",1024,Gigabyte,7766.00,USD,Month,1,Infinite
1745,8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,27.00,USD,Month,1,200
1746,8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,22.00,USD,Month,201,500
1747,8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,18.00,USD,Month,501,1000
1748,8008941,"SAP Analytics Cloud for business intelligence, public system option",1,User,17.00,USD,Month,1001,3000
